,Date,Amount,Token,Amount2,Token2,,USD,$ / token,Type,Defi,Notes,Current Classifications,Wallet,Txhash,Sender,Receiver
FALSE,"Feb 28, 2021 1:45 PM",,,,,,,,,,,,BCAP Fund,0xc67f18c2c1acdfaecff305920198202969d393eda79f6a44e82b8fdcdf2daf6c,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x1571eD0bed4D987fe2b498DdBaE7DFA19519F651
FALSE,"Feb 28, 2021 1:42 PM","-25,000",USDT,,,,,,,,,,BCAP Fund,0x64276cbef3df040ec3d25845fdd48dc47bf24d4e514d2ea6604f2b1ede259739,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xA0c68C638235ee32657e8f720a23ceC1bFc77C77
FALSE,"Feb 28, 2021 1:35 PM",,,,,,,,,,,,BCAP Fund,0x66ec09af7530048bf0621d84a99758450d7fec0ef254177847e8db55e9ba5dc8,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xdAC17F958D2ee523a2206206994597C13D831ec7
FALSE,"Feb 28, 2021 1:17 PM",-558.76184027,FARM,,,,,,,,,,BCAP Fund,0x68417522a7e9d42ee2cdb68dba3b84fae1414f446eb53c700e0ce62694e6deee,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Feb 28, 2021 1:11 PM",123.79296683,iFARM,,,1,,,,,,,BCAP Fund,0x5cbe0c3b40c7303b9c338131d3f354f65901b088da60bfb3b61ed5074086811e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x1571eD0bed4D987fe2b498DdBaE7DFA19519F651
FALSE,"Feb 28, 2021 1:11 PM",-125,FARM,,,2,,,,,,,BCAP Fund,0x5cbe0c3b40c7303b9c338131d3f354f65901b088da60bfb3b61ed5074086811e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x1571eD0bed4D987fe2b498DdBaE7DFA19519F651
FALSE,"Feb 28, 2021 1:10 PM",,,,,,,,,,,,BCAP Fund,0x1724cc9d30617f3a0a9f4cced741c3333e51b6cfda28dc0267452de813eb20c4,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xa0246c9032bC3A600820415aE600c6388619A14D
FALSE,"Feb 28, 2021 1:07 PM",,,,,,,,,,,,BCAP Fund,0x4cad7f83af12e6b2d88192db73e0913dccc964ab2c0eccfbb6d698992d27e448,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xa0246c9032bC3A600820415aE600c6388619A14D
FALSE,"Feb 28, 2021 1:06 PM",,,,,,,,,,,,BCAP Fund,0xc99a85ffec959859c248e8bbe1a3142dc1a7a04b8e69d48fd501ca53c4df2b0d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xe9Ce4B4A8cAd7c7661F84B80aadEc09DAeEa91C8
FALSE,"Feb 28, 2021 1:04 PM",683.76184027,FARM,,,,,,,,,,BCAP Fund,0x30d5a6d049f393333baf5ac0fe643153da7d5523f2e9725d33311474d7045cb5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Feb 26, 2021 4:40 PM","-701,627",MATIC,,,,,,,,,,BCAP Fund,0x067aeb8731886d14c73405085c71c71592d0abbceed6293c2f9bef0e40262346,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xe9Ce4B4A8cAd7c7661F84B80aadEc09DAeEa91C8
FALSE,"Feb 26, 2021 4:39 PM",,,,,,,,,,,,BCAP Fund,0x0a76c6fc26520c63e9dc69cb56ad0b1990dba2f2dd317abeb668b502bcf134ac,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7D1AfA7B718fb893dB30A3aBc0Cfc608AaCfeBB0
FALSE,"Feb 26, 2021 4:30 PM",-675.78464054,FARM,,,,,,,,,,BCAP Fund,0xf2035e8dbdb9290b0ecf6df184a07e53e767224b248557abf5f4d7a4a3e08391,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Feb 26, 2021 4:26 PM",-0.00763,ETH,,,1,,,,,,,BCAP Fund,0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x111111125434b319222CdBf8C261674aDB56F3ae
FALSE,"Feb 26, 2021 4:26 PM",0.00763,ETH,,,2,,,,,,,BCAP Fund,0xad0cebc680675eaad8fdd94659b80db6b166f356eef0e07801bdb8eb8c1fde53,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x111111125434b319222CdBf8C261674aDB56F3ae
FALSE,"Feb 26, 2021 4:25 PM",,,,,,,,,,,,BCAP Fund,0xe9e700dfd56077ddf9325aec3103a92a2c44a78c0b03f51d20a86e30662cc82a,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xdAC17F958D2ee523a2206206994597C13D831ec7
FALSE,"Feb 26, 2021 4:22 PM","-60,000",USDT,,,1,,,,,,,BCAP Fund,0xb3167e7710a025c457a3d69fff8c03d73aa7f6ca5c09bd8b723ef47886325f7f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Feb 26, 2021 4:22 PM",272.81469138,FARM,,,2,,,,,,,BCAP Fund,0xb3167e7710a025c457a3d69fff8c03d73aa7f6ca5c09bd8b723ef47886325f7f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Feb 26, 2021 4:20 PM",,,,,,,,,,,,BCAP Fund,0xfc9b4e2cb366a86b2be4ef7e6553e48d3659433d9565332157ba2d849beff5db,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xdAC17F958D2ee523a2206206994597C13D831ec7
FALSE,"Feb 26, 2021 4:16 PM",,,,,,,,,,,,BCAP Fund,0x2aa6b8efc7b64282ce1a63d52f6472adacc119948491b55ede44ca71827221b1,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xdAC17F958D2ee523a2206206994597C13D831ec7
FALSE,"Feb 26, 2021 4:15 PM","-80,839.745934",USDC,,,1,,,,,,,BCAP Fund,0x8a50c89367b826b219963d0e58ce341bb4b05e4d2659e5f5cf6cab2fa549e0c6,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Feb 26, 2021 4:15 PM",383.61749022,FARM,,,2,,,,,,,BCAP Fund,0x8a50c89367b826b219963d0e58ce341bb4b05e4d2659e5f5cf6cab2fa549e0c6,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Feb 26, 2021 4:11 PM","-243,291.75038453",3Crv,,,1,,,,,,,BCAP Fund,0x6cde6437072288c4932dcfc9f0087ed82fc8dc51194d2548f1abc55ab2eb714f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7
FALSE,"Feb 26, 2021 4:11 PM","246,717.805329",USDT,,,2,,,,,,,BCAP Fund,0x6cde6437072288c4932dcfc9f0087ed82fc8dc51194d2548f1abc55ab2eb714f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7
FALSE,"Feb 26, 2021 4:08 PM","236,577.54879722",FARM-3Crv,,,1,,,,,,,BCAP Fund,0x966935a791f7238aefa464799709d79b13691c3a37f366ff329c6cb38a4be2e3,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x27F12d1a08454402175b9F0b53769783578Be7d9
FALSE,"Feb 26, 2021 4:08 PM","-236,577.54879722",FARM-3Crv,,,1,,,,,,,BCAP Fund,0x66de8d1f2a183c1ea026e0d5eb809aeb4fe5b6d132421ef55a86cec3673a0937,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x71B9eC42bB3CB40F017D8AD8011BE8e384a95fa5
FALSE,"Feb 26, 2021 4:08 PM",11.55734289,FARM,,,,,,,,,,BCAP Fund,0x7aa22f82462c480a1e2be83b204104114d8e1eb9c361b632cd2ca4d8841f6987,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x093C2ae5E6F3D2A897459aa24551289D462449AD
FALSE,"Feb 26, 2021 4:08 PM",3.37514133,FARM,,,2,,,,,,,BCAP Fund,0x966935a791f7238aefa464799709d79b13691c3a37f366ff329c6cb38a4be2e3,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x27F12d1a08454402175b9F0b53769783578Be7d9
FALSE,"Feb 26, 2021 4:08 PM","243,291.75038453",3Crv,,,2,,,,,,,BCAP Fund,0x66de8d1f2a183c1ea026e0d5eb809aeb4fe5b6d132421ef55a86cec3673a0937,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x71B9eC42bB3CB40F017D8AD8011BE8e384a95fa5
FALSE,"Feb 22, 2021 12:53 PM",-35.77677201,ETH,,,1,,,,,,,BCAP Fund,0xe865ba6a124f5f6f8cd7305df4ed38b68cb08bf6d5eb8baa55989d92b9c351e5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Feb 22, 2021 12:53 PM",0.03543304,ETH,,,2,,,,,,,BCAP Fund,0xe865ba6a124f5f6f8cd7305df4ed38b68cb08bf6d5eb8baa55989d92b9c351e5,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7a250d5630B4cF539739dF2C5dAcb4c659F2488D
FALSE,"Feb 22, 2021 12:44 PM",,,,,,,,,,,,BCAP Fund,0x5ac8330e1f2fdeb52d0e0d75467ff91e3c1cc5afbcc6a96388f00186e9d3dd68,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x03ab458634910AaD20eF5f1C8ee96F1D6ac54919
FALSE,"Feb 22, 2021 12:39 PM",42.30140417,ETH,,,1,,,,,,,BCAP Fund,0x27d20b7f860901bee102999d10f4f3cb7f463985d6ede7f960a7a09fdb15ea6f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Feb 22, 2021 12:39 PM","-75,000",USDC,,,2,,,,,,,BCAP Fund,0x27d20b7f860901bee102999d10f4f3cb7f463985d6ede7f960a7a09fdb15ea6f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Feb 22, 2021 12:35 PM",,,,,,,,,,,,BCAP Fund,0x62f91d4c3c94500b5f4a170bb00a82639229456c9c7385664d65f4c11f7b5530,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48
FALSE,"Feb 22, 2021 12:27 PM",3.7255815,ETH,,,1,,,,,,,BCAP Fund,0x3a4da9c4c97075904102deec4ed3ae793226ec8995795f6b8bc3bae27b3730f1,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
FALSE,"Feb 22, 2021 12:27 PM",-0.15113061,DIGG,,,2,,,,,,,BCAP Fund,0x3a4da9c4c97075904102deec4ed3ae793226ec8995795f6b8bc3bae27b3730f1,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
FALSE,"Feb 22, 2021 12:19 PM",-95.63393569,bBADGER,,,,,,,,,,BCAP Fund,0xcf5fa86b10b787b2043a8efb313ff207f83071b860569b67003ae9a7ac2d7351,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xa9429271a28F8543eFFfa136994c0839E7d7bF77
FALSE,"Feb 22, 2021 12:18 PM",-116.30102998,BADGER,,,1,,,,,,,BCAP Fund,0x6a3e185dfb97da8b714c33de6ec699bfc077aaecde82138d6076c9ba902e8f82,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Feb 22, 2021 12:18 PM",95.63393569,bBADGER,,,2,,,,,,,BCAP Fund,0x6a3e185dfb97da8b714c33de6ec699bfc077aaecde82138d6076c9ba902e8f82,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Feb 22, 2021 12:16 PM",116.30102998,BADGER,,,1,,,,,,,BCAP Fund,0xd2708501b5a2d5ea04761ceb16a9e1fca6cb407aa39246ac9784802f69b7ba63,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Feb 22, 2021 12:16 PM",0.08852195,DIGG,,,2,,,,,,,BCAP Fund,0xd2708501b5a2d5ea04761ceb16a9e1fca6cb407aa39246ac9784802f69b7ba63,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Feb 18, 2021 11:15 AM",-90,ETH,,,1,,,,,,,BCAP Fund,0x887a385d4116b84c32ddb54e04cbd31fc2a016bf0e3ccff44e8969ce47675f10,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0b3982F01B946e91cA0AC6152281C2d38d947CC
FALSE,"Feb 18, 2021 11:15 AM","19,700",RAI,,,2,,,,,,,BCAP Fund,0x887a385d4116b84c32ddb54e04cbd31fc2a016bf0e3ccff44e8969ce47675f10,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xf0b3982F01B946e91cA0AC6152281C2d38d947CC
FALSE,"Feb 18, 2021 11:08 AM",,,,,,,,,,,,BCAP Fund,0x82bf52f7157e11133326270466c54918202527d159ad62138b08f32d5a054494,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x4678f0a6958e4D2Bc4F1BAF7Bc52E8F3564f3fE4
FALSE,"Feb 18, 2021 11:03 AM",80.84084296,ETH,,,1,,,,,,,BCAP Fund,0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
FALSE,"Feb 18, 2021 11:03 AM",-0.00274668,SLP-USDC-WETH,,,2,,,,,,,BCAP Fund,0xa80cc3f81f1abe5587a4c1f0b3a91040f398bcc9f8516762a5580f627ed7de3b,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
FALSE,"Feb 18, 2021 11:02 AM",,,,,,,,,,,,BCAP Fund,0x09a37a57c347f121adfc8873ffd2b0fa1691c4888541b7fbc13ad3093c49e595,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x397FF1542f962076d0BFE58eA045FfA2d347ACa0
FALSE,"Feb 18, 2021 10:58 AM",-0.00266461,FARM-SLP-7,,,1,,,,,,,BCAP Fund,0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x01bd09A1124960d9bE04b638b142Df9DF942b04a
FALSE,"Feb 18, 2021 10:58 AM",0.00274668,SLP-USDC-WETH,,,2,,,,,,,BCAP Fund,0x86699ace90577cae7121c21ce875b493490b477248a013c2101bc520e88e4491,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x01bd09A1124960d9bE04b638b142Df9DF942b04a
FALSE,"Feb 18, 2021 10:57 AM",0.00266461,FARM-SLP-7,,,1,,,,,,,BCAP Fund,0x09765b3160e6d07ab8b437ab831e7feec376e36f13fc7ef817136b7f72d05c13,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x6B4e1E0656Dd38F36c318b077134487B9b0cf7a6
FALSE,"Feb 18, 2021 10:57 AM",4.41997471,FARM,,,2,,,,,,,BCAP Fund,0x09765b3160e6d07ab8b437ab831e7feec376e36f13fc7ef817136b7f72d05c13,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x6B4e1E0656Dd38F36c318b077134487B9b0cf7a6
FALSE,"Feb 15, 2021 12:27 PM",-84.20059126,bBADGER,,,,,,,,,,BCAP Fund,0x5484305d33212efb6ff6f1ecb7ed910a38718f9a16c3f864f2740de3bac356d9,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xa9429271a28F8543eFFfa136994c0839E7d7bF77
FALSE,"Feb 15, 2021 12:26 PM",-102.23784088,BADGER,,,1,,,,,,,BCAP Fund,0x4ffdd85ce2d8cf7aafe56e1762061108f2048404db3d3faac5b8781b5f979f6d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Feb 15, 2021 12:26 PM",84.20059126,bBADGER,,,2,,,,,,,BCAP Fund,0x4ffdd85ce2d8cf7aafe56e1762061108f2048404db3d3faac5b8781b5f979f6d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Feb 15, 2021 12:25 PM",102.23784088,BADGER,,,1,,,,,,,BCAP Fund,0x35cbd072f7faef4b619293edee7a6baa8928d68ff19d657da93c7d0bda3ac349,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Feb 15, 2021 12:25 PM",0.0643117,DIGG,,,2,,,,,,,BCAP Fund,0x35cbd072f7faef4b619293edee7a6baa8928d68ff19d657da93c7d0bda3ac349,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Feb 9, 2021 10:13 AM",-126.97549264,bBADGER,,,,,,,,,,BCAP Fund,0x48a5e11ebcd14b9d18c07388cc625d4780ea989af699021355bcedce1859e5d3,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xa9429271a28F8543eFFfa136994c0839E7d7bF77
FALSE,"Feb 9, 2021 10:00 AM",-153.96355338,BADGER,,,1,,,,,,,BCAP Fund,0x216f705707af1ebae9a512c4c222b8bde17111f214cf3f58cc7f7244ec9fbe0d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Feb 9, 2021 10:00 AM",-0.1114245,DIGG,,,1,,,,,,,BCAP Fund,0xc145f037bef1d2674d579dca86816e783ac3697b8a677e54688ce06f7db7982f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7e7E112A68d8D2E221E11047a72fFC1065c38e1a
FALSE,"Feb 9, 2021 10:00 AM",,,,,,,,,,,,BCAP Fund,0xd4731f4415c7a1e14b2e738349c244c6ed4221b644c2a3f868025d40a1cc80af,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x798D1bE841a82a273720CE31c822C61a67a601C3
FALSE,"Feb 9, 2021 10:00 AM",126.97549264,bBADGER,,,2,,,,,,,BCAP Fund,0x216f705707af1ebae9a512c4c222b8bde17111f214cf3f58cc7f7244ec9fbe0d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x19D97D8fA813EE2f51aD4B4e04EA08bAf4DFfC28
FALSE,"Feb 9, 2021 10:00 AM",0.06270778,bDIGG,,,2,,,,,,,BCAP Fund,0xc145f037bef1d2674d579dca86816e783ac3697b8a677e54688ce06f7db7982f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x7e7E112A68d8D2E221E11047a72fFC1065c38e1a
FALSE,"Feb 9, 2021 9:59 AM",153.96347115,BADGER,,,1,,,,,,,BCAP Fund,0x2ed93c964485aea91722200c8213bf22441daab0fb5d823f29d23fda321a5bd8,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Feb 9, 2021 9:59 AM",0.11141831,DIGG,,,2,,,,,,,BCAP Fund,0x2ed93c964485aea91722200c8213bf22441daab0fb5d823f29d23fda321a5bd8,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x660802Fc641b154aBA66a62137e71f331B6d787A
FALSE,"Feb 4, 2021 3:38 PM",-5.60193393,FARM,,,,,,,,,,BCAP Fund,0xd63619ef49734e8dabac9ab988b2e8cd048f21843b47c3e6126d07536298db22,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x25550Cccbd68533Fa04bFD3e3AC4D09f9e00Fc50
FALSE,"Feb 4, 2021 3:33 PM",2.33694809,FARM,,,,,,,,,,BCAP Fund,0xa9e4ac5a6fcc417df945c0ceb4bf181a4938a2b7870f2c7b1162cb330a3c9a6f,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x6B4e1E0656Dd38F36c318b077134487B9b0cf7a6
FALSE,"Feb 4, 2021 3:33 PM",3.26496843,FARM,,,,,,,,,,BCAP Fund,0x6f4bc7cc0572f4d090992c860ddd9b60f83dbe9e666318e6d1ec642deba8e4ac,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x093C2ae5E6F3D2A897459aa24551289D462449AD
FALSE,"Feb 4, 2021 3:32 PM","-236,577.54879722",FARM-3Crv,,,,,,,,,,BCAP Fund,0x54ab56e2793cd11fa0f0cb232d067fa7a4046ea21bc62dac5dd6759b70d93592,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x27F12d1a08454402175b9F0b53769783578Be7d9
FALSE,"Feb 4, 2021 3:32 PM",,,,,,,,,,,,BCAP Fund,0xc8ff8aca5a1eb86e8d8705a3266871e19ea6541ede0052047bebcb1622d894ab,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x71B9eC42bB3CB40F017D8AD8011BE8e384a95fa5
FALSE,"Feb 4, 2021 3:31 PM","-241,698.19619122",3Crv,,,1,,,,,,,BCAP Fund,0x433218e1d9fadca91eb9257bd148a5e6f992f747e611535507e4e5378e1a6fd2,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xF8ce90c2710713552fb564869694B2505Bfc0846
FALSE,"Feb 4, 2021 3:31 PM",,,,,,,,,,,,BCAP Fund,0x1ef36dbffbeed9a171f2e039a35e1e16e00ab4c40184fb351f48bbeaf13da142,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x6c3F90f043a72FA612cbac8115EE7e52BDe6E490
FALSE,"Feb 4, 2021 3:31 PM","236,577.54879722",FARM-3Crv,,,2,,,,,,,BCAP Fund,0x433218e1d9fadca91eb9257bd148a5e6f992f747e611535507e4e5378e1a6fd2,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xF8ce90c2710713552fb564869694B2505Bfc0846
FALSE,"Feb 4, 2021 3:26 PM","-244,976.306432",USDC,,,1,,,,,,,BCAP Fund,0x04fde765a44f7709be76774745065c0d1aaba285c881fd47e67733577c5abc70,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7
FALSE,"Feb 4, 2021 3:26 PM","241,698.19619122",3Crv,,,2,,,,,,,BCAP Fund,0x04fde765a44f7709be76774745065c0d1aaba285c881fd47e67733577c5abc70,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7
FALSE,"Feb 4, 2021 3:23 PM","-233,471.15127",3Crv,,,1,,,,,,,BCAP Fund,0x46011d088b358aac7e34583ac989c290cbfa095f5610f35b485379a9f97c8c5e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7
FALSE,"Feb 4, 2021 3:23 PM","236,545.197407",USDC,,,2,,,,,,,BCAP Fund,0x46011d088b358aac7e34583ac989c290cbfa095f5610f35b485379a9f97c8c5e,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xbEbc44782C7dB0a1A60Cb6fe97d0b483032FF1C7
FALSE,"Feb 4, 2021 3:19 PM",-123.9423,SDT,,,1,,,,,,,BCAP Fund,0x876b3e5621d66629f2998b498a0151e03c691218b824d9958acd0c639d236e03,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Feb 4, 2021 3:19 PM","1,554.453374",USDC,,,2,,,,,,,BCAP Fund,0x876b3e5621d66629f2998b498a0151e03c691218b824d9958acd0c639d236e03,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Feb 4, 2021 3:15 PM","-233,471.15127",sd3Crv,,,1,,,,,,,BCAP Fund,0xd5227e34125db8d579e796e3e59172f6feef1453408968af5d6a545b5cdd104c,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xB17640796e4c27a39AF51887aff3F8DC0daF9567
FALSE,"Feb 4, 2021 3:15 PM","233,471.15127",3Crv,,,2,,,,,,,BCAP Fund,0xd5227e34125db8d579e796e3e59172f6feef1453408968af5d6a545b5cdd104c,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xB17640796e4c27a39AF51887aff3F8DC0daF9567
FALSE,"Feb 4, 2021 3:13 PM",21.45714351,SDT,,,1,,,,,,,BCAP Fund,0x2a0d108a6f84629df20c93e7517c2a78ef61d7d14ed3fd7f326316ed93ba378d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xfEA5E213bbD81A8a94D0E1eDB09dBD7CEab61e1c
FALSE,"Feb 4, 2021 3:13 PM","233,471.15127",sd3Crv,,,2,,,,,,,BCAP Fund,0x2a0d108a6f84629df20c93e7517c2a78ef61d7d14ed3fd7f326316ed93ba378d,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xfEA5E213bbD81A8a94D0E1eDB09dBD7CEab61e1c
FALSE,"Feb 3, 2021 3:32 PM",-47.1356,BADGER,,,,,,,,,,BCAP Fund,0x52f8a5919fa4b9ca81f6a0c80c1b803981ac21d21b5bcc1e9a5f52227890efda,0xDa495C2Ab0a91623564126778D5AB20fA87C1DFc,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Feb 3, 2021 2:54 PM",102.48515378,SDT,,,,,,,,,,BCAP Fund,0x307c9cceb5ce038732e40b328e4723195515d97f7fbd3ce05ae8530b1228ce58,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xfEA5E213bbD81A8a94D0E1eDB09dBD7CEab61e1c
FALSE,"Feb 2, 2021 9:59 AM",-8.83808727,btbtc/sbtcCrv,,,,,,,,,,BCAP Fund,0x4c9f422ac9ae7d581258e18a6c1314ae12b50f5fdd9f39440e3b0c0f434ed6ed,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0x085A9340ff7692Ab6703F17aB5FfC917B580a6FD
FALSE,"Feb 1, 2021 2:37 PM",-0.0498,DIGG,,,1,,,,,,,BCAP Fund,0x3809c2888915c263d872ea2ee6198018b066a578562e4d8d0f30dd78e9a748d8,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Feb 1, 2021 2:37 PM",0.0388648,WBTC,,,2,,,,,,,BCAP Fund,0x3809c2888915c263d872ea2ee6198018b066a578562e4d8d0f30dd78e9a748d8,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xDef1C0ded9bec7F1a1670819833240f027b25EfF
FALSE,"Feb 1, 2021 12:04 PM",-8.9123168,tbtc/sbtcCrv,,,1,,,,,,,BCAP Fund,0xc4d18bf419ba62939c0ae3df70b8df2e2b7bd765c68ca07b83aa296c055c3f60,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xb9D076fDe463dbc9f915E5392F807315Bf940334
FALSE,"Feb 1, 2021 12:04 PM",8.83808727,btbtc/sbtcCrv,,,2,,,,,,,BCAP Fund,0xc4d18bf419ba62939c0ae3df70b8df2e2b7bd765c68ca07b83aa296c055c3f60,0x7224D1965F85572750A7BfB6845759DE52A8B76A,0xb9D076fDe463dbc9f915E5392F807315Bf940334
